College Name,Address,Phone#,Website,Type,Degrees,Campus Type,Campus Housing,Student Pop,StudentsToTeachers,MissionStatement,Classification,SLOs,Religious Affiliation,Credits Accepted,Faculty(full-time),Faculty(part-time),Graduate Assistants,Tuition,Books/Supplies,Room/Board,Total Expenses,Undergraduate Avg Tuition (In-State),Undergraduate Avg Tuition (Out-of-State),Graduate Avg Tuition (In-State),Graduate Avg Tuition (Out-of-State),Avg Tuition,Avg Aid(grants),Gender Demographic(Male),Gender Demographic(Female),Ethnic Demographic (American Indian or Alaska Native),Ethnic Demographic (Asian),Ethnic Demographic(Black or African American),Ethnic Demographic(Hispanic/Latino),Ethnic Demographic(Native Hawaiian or other Pacific Islander),Ethnic Demographic(White),Ethnic Demographic(Two or more races),Ethnic Demographic(Unknown),Ethnic Demographic(Non-resident alien),Avg Student Age (24 and Under),Avg Student Age(25 and Over),Avg Student Residence (In-State),Avg Student Residence(Out-of-State),Avg Student Residence(Foreign Countries),Graduate Attendance Status(Full-time),Graduate Attendance Status(Part-time),Undergraduate Education Status (Remote),Undergraduate Education Status (In-Person),Graduate Education Status (Remote),Graduate Education Status (In-Person),Application Fee,Total Applicants,Percent Admitted,Percent Admitted Enrolled,Secondary School GPA,Secondary School Rank,Secondary School Record,Completion of College-Prep Program,Recommendation,SAT/ACT,TOEFL,Students Submitting Scores (SAT),Students Submitting Scores (ACT),SAT English 25th Percentile,SAT English 75th Percentile,SAT Math 25th percentile,SAT Math 75th Percentile,ACT Composite 25th Percentile,ACT Composite 75th Percentile,ACT English 25th Percentile,ACT English 75th Percentile,ACT Math 25th Percentile,ACT Math 75th Percentile,First-to-Second Year Retention Rate,Graduation Rate,Transfer Rate,Graduation Rate (Male),Graduation Rate (Female),Graduation Rate by Race/Ethnicity(American Indian or Alaska Native),Graduation Rate by Race/Ethnicity(Asian),Graduation Rate by Race/Ethnicity(Black or African American),Graduation Rate by Race/Ethnicity(Hispanic/Latino),Graduation Rate by Race/Ethnicity(Native Hawaiian or other Pacific Islander),Graduation Rate by Race/Ethnicity(White),Graduation Rate by Race/Ethnicity(Two or more Races),Graduation Rate by Race/Ethnicity(Race/Ethnicity Unknown),Graduation Rate by Race/Ethnicity(Non-resident Alien),Murder/Non-negligent Manslaughter,Negligent Manslaughter,Rape,Fondling,Incest,Statutory Rape,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson,Domestic Violence,Dating Violence,Stalking,Weapons Arrests,Drug Abuse Arrests,Liquor Law Violation Arrests,Weapons Disciplinary Action,Drug Abuse Disciplinary Action,Liquor Law Violation Disciplinary Action,Programs
Advanced Welding Institute,"2 Green Tree Dr Suite 3, South Burlington, Vermont 05403",(802) 660-0600,www.awi.edu/,"< 2-year, Private for-profit","Less than one year certificate
,One but less than two years certificate",City: Small,No,70 (all undergraduate),14 to 1,awi.edu/why-awi.html,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",None,Not applicable,"Institution does not accept dual, credit for life, or AP credits",5,0,n/a,"$22,500 ","$4,000 ","$5,400 ","$33,820 ",n/a,n/a,n/a,n/a,n/a,"$11,738 ",89%,11%,1%,0%,0%,0%,0%,99%,0%,0%,0%,90%,10%,26%,72%,2%,n/a,n/a,0%,100%,n/a,n/a," $50
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,95%,100%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bennington College,"One College Drive, Bennington, Vermont 05201-6003",(802) 442-5401,www.bennington.edu/,"4-year, Private not-for-profit","Associate's degree
,Bachelor's degree
,Master's degree",Town: Distant,Yes,884 (771 undergraduate),10 to 1,"Bennington regards education as a sensual and ethical, no less than an intellectual, process. It seeks to liberate and nurture the individuality, the creative intelligence, and the ethical and aesthetic sensibility of its students, to the end that their richly varied natural endowments will be directed toward self-fulfillment and toward constructive social purposes. We believe that these educational goals are best served by demanding of our students active participation in the planning of their own programs, and in the regulation of their own lives on campus. Student freedom is not the absence of restraint, however; it is rather the fullest possible substitution of habits of self-restraint for restraint imposed by others. The exercise of student freedom is the very condition of a meaningful education, and an essential aspect of the nurture of free citizens, dedicated to civilized values and capable of creative and constructive membership in modern society.",Baccalaureate Colleges: Arts & Sciences Focus,"Distance education – undergraduate courses offered, programs not offered,Distance education – graduate courses offered, programs not offered,Study abroad",Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",60,74,n/a,"$59,638 ","$1,000 ","$17,210 ","$80,648 ",n/a,n/a,n/a,n/a,"$23,673 ","$43,739 ",36%,64%,1%,2%,3%,11%,0%,59%,4%,3%,18%,94%,6%,2%,82%,16%,n/a,n/a,9%,92%,9%,92%,n/a,"1,726",67%,22%,Recommended,Recommended,Required,Recommended,Required,Considered but not required,Required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,84%,68%,25%,71%,66%,n/a,80%,40%,70%,0%,67%,57%,82%,80%,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,35,
Castleton University,"62 Alumni Dr, Castleton, Vermont 05735",(802) 468-5611,www.castleton.edu/,"4-year, Public","Less than one year certificate
,Associate's degree
,Bachelor's degree
,Master's degree
,Post-master's certificate",Town: Distant,Yes,"2,369 (1,744 undergraduate)",14 to 1,"Castleton, the 18th oldest institution of higher education in the United States, emphasizes undergraduate liberal arts and professional education while also offering selected graduate programs. The University is dedicated to the intellectual and personal growth of students through excellence in teaching, close student-faculty interaction, numerous opportunities for outside-the-classroom learning, and an active and supportive campus community. Castleton strives to learn, use, and teach sustainable practices. The University prepares its graduates for meaningful careers; further academic pursuits; and engaged, environmentally responsible citizenship. As a member of the Vermont State Colleges, Castleton is committed to supporting and improving the region's communities, schools, organizations, businesses, and environment.",Master's Colleges & Universities: Small Programs,"ROTC (Army),Teacher certification,Distance education – undergraduate courses offered, programs not offered,Distance education – graduate courses offered, programs not offered,Study abroad",Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",81,136,0,n/a,"$1,000 ","$12,042 ","$27,524 ","$13,078 ","$30,046 ",n/a,n/a,"$11,916 ","$13,124 ",44%,56%,0%,2%,5%,3%,0%,80%,2%,3%,4%,89%,11%,43%,54%,3%,5%,95%,23%,77%,26%,74%,$40 ,"2,447",87%,18%,Required,Recommended,Required,Required,Required,Considered but not required,Required,13%,1%,488,580,470,578,n/a,n/a,n/a,n/a,n/a,n/a,67%,55%,29%,52%,57%,0%,50%,43%,67%,100%,56%,50%,41%,39%,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,14,24,
Champlain College,"163 S Willard St, Burlington, Vermont 05401",(802) 860-2700,www.champlain.edu/,"4-year, Private not-for-profit","Less than one year certificate
,Associate's degree
,Bachelor's degree
,Postbaccalaureate certificate
,Master's degree",City: Small,Yes,"3,825 (3,217 undergraduate)",13 to 1,www.champlain.edu/about-champlain/mission-and-values,Master's Colleges & Universities: Larger Programs,"Teacher certification,Distance education – undergraduate programs offered,Distance education – graduate programs offered,Study abroad,Weekend/evening college",Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",107,255,n/a,"$42,984 ","$1,000 ","$15,854 ","$62,134 ",n/a,n/a,n/a,n/a,"$14,310 ","$24,604 ",60%,40%,0%,4%,6%,8%,0%,71%,4%,6%,0%,59%,41%,23%,76%,1%,n/a,n/a,45%,55%,45%,55%,n/a,"6,444",62%,11%,Required,Recommended,Required,Recommended,Required,Considered but not required,Required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,69%,68%,n/a,63%,78%,n/a,89%,61%,72%,n/a,69%,62%,66%,0%,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,28,
Community College of Vermont,"660 Elm Street, Montpelier, Vermont 05602",(802) 828-4060,www.ccv.edu/,"2-year, Public","Less than one year certificate
,One but less than two years certificate
,Associate's degree",Rural: Fringe,No,"5,541 (all undergraduate)",15 to 1,"The Community College of Vermont supports and challenges all students in meeting their educational goals through an abiding commitment to access, affordability, and student success.",Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,"Distance education – undergraduate programs offered,Study abroad,Weekend/evening college",Not applicable,"Dual credit,Credit for life experiences",0,355,n/a,n/a,"$1,000 ","$9,370 ","$19,002 ","$6,920 ","$13,640 ",n/a,n/a,n/a,"$4,657 ",29%,71%,0%,2%,3%,3%,0%,83%,5%,2%,1%,54%,46%,95%,5%,0%,n/a,n/a,81%,19%,n/a,n/a,This institution has an open admission policy. Contact the institution for more information.,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45%,28%,25%,24%,31%,n/a,20%,17%,0%,n/a,26%,36%,67%,71%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Goddard College,"123 Pitkin Road, Plainfield, Vermont 05667-9432",(802) 454-8311,www.goddard.edu/,"4-year, Private not-for-profit","Bachelor's degree
,Master's degree",Rural: Distant,No,369 (146 undergraduate),6 to 1,"To advance cultures of rigorous inquiry, collaboration, and lifelong learning, where individuals take imaginative and responsible action in the world.",Master's Colleges & Universities: Small Programs,Teacher certification,Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",10,0,n/a,"$19,147 ","$1,200 ","$12,000 ","$39,933 ",n/a,n/a,n/a,n/a,"$21,288 ","$8,974 ",30%,70%,3%,2%,11%,7%,0%,47%,10%,21%,0%,18%,82%,6%,22%,0%,n/a,n/a,0%,100%,0%,100%,$65 ,9,100%,100%,Considered but not required,Considered but not required,Required,Considered but not required,Required,Considered but not required,Considered but not required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25%,50%,n/a,40%,60%,n/a,n/a,n/a,n/a,n/a,17%,100%,100%,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Landmark College,"19 River Rd South, Putney, Vermont 05346",(802) 387-6700,www.landmark.edu/,"4-year, primarily associate's, Private not-for-profit","Associate's degree
,Bachelor's degree
,Postbaccalaureate certificate",Rural: Distant,Yes,619 (564 undergraduate),7 to 1,www.landmark.edu/about/our-mission/,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,"Distance education – undergraduate courses offered, programs not offered,Distance education – graduate programs offered,Study abroad",Not applicable,"Dual credit,Advanced placement (AP) credits",59,8,n/a,"$61,490 ","$1,400 ","$13,690 ","$80,680 ",n/a,n/a,n/a,n/a,n/a,"$17,260 ",68%,32%,0%,4%,6%,8%,0%,68%,4%,8%,1%,94%,6%,7%,89%,0%,n/a,n/a,29%,71%,29%,71%,$75 ,469,53%,40%,Recommended,Considered but not required,Required,Recommended,Required,Considered but not required,Required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43%,37%,41%,47%,n/a,50%,50%,0%,n/a,44%,0%,43%,50%,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
Middlebury College,"Old Chapel, Middlebury, Vermont 05753",(802) 443-5000,www.middlebury.edu/,"4-year, Private not-for-profit","Bachelor's degree
,Master's degree
,Doctor's degree - research/scholarship",Town: Distant,Yes,"2,937 (2,858 undergraduate)",9 to 1,www.middlebury.edu/about/mission,Baccalaureate Colleges: Arts & Sciences Focus,"ROTC (Army),Teacher certification,Study abroad",Not applicable,Advanced placement (AP) credits,332,45,n/a,"$59,770 ","$1,000 ","$17,050 ","$78,820 ",n/a,n/a,n/a,n/a,n/a,"$49,988 ",46%,54%,0%,7%,5%,10%,0%,59%,6%,1%,12%,100%,0%,3%,80%,9%,n/a,n/a,16%,84%,16%,84%,$65 ,"11,906",13%,42%,Recommended,Recommended,Required,Recommended,Required,Considered but not required,Recommended,31%,23%,690,750,690,780,n/a,n/a,n/a,n/a,n/a,n/a,94%,91%,7%,91%,92%,n/a,90%,83%,85%,n/a,92%,97%,80%,98%,0,0,5,2,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,187,
Northern Vermont University,"337 College Hill, Johnson, Vermont 05656-9464",(802) 635-2356,www.northernvermont.edu/,"4-year, Public","One but less than two years certificate
,Associate's degree
,Bachelor's degree
,Master's degree
,Post-master's certificate",Rural: Distant,Yes,"1,746 (1,495 undergraduate)",10 to 1,"Northern Vermont University (NVU) fosters the intellectual, creative, and personal growth of every student in a community committed to diversity and inclusion. We provide innovative professional and liberal arts educational experiences that prepare students to be critical thinkers and engaged global citizens.",Master's Colleges & Universities: Small Programs,"Teacher certification,Distance education – undergraduate programs offered,Distance education – graduate programs offered,Study abroad,Weekend/evening college",Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",64,171,0,n/a,"$1,000 ","$12,044 ","$27,598 ","$12,804 ","$26,892 ",n/a,n/a,n/a,"$10,938 ",39%,61%,1%,1%,4%,6%,0%,74%,4%,10%,1%,73%,27%,55%,44%,1%,12%,88%,43%,57%,24%,76%,$50 ,"3,954",75%,9%,Recommended,Considered but not required,Recommended,Recommended,Required,Considered but not required,Required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57%,38%,35%,33%,40%,0%,100%,12%,33%,n/a,38%,26%,45%,0%,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,20,
Norwich University,"158 Harmon Drive, Northfield, Vermont 05663-1035",(802) 485-2000,www.norwich.edu/,"4-year, Private not-for-profit","Bachelor's degree
,Postbaccalaureate certificate
,Master's degree",Town: Distant,Yes,"3,672 (2,988 undergraduate)",14 to 1,www.norwich.edu/about/1212-mission-statement,Master's Colleges & Universities: Larger Programs,"ROTC (Army, Navy, Air Force),Teacher certification,Distance education – undergraduate programs offered,Distance education – graduate programs offered,Study abroad",Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",164,229,0,"$44,020 ","$1,500 ","$15,226 ","$63,446 ",n/a,n/a,n/a,n/a,"$20,264 ","$32,345 ",74%,26%,0%,3%,4%,10%,0%,71%,5%,1%,4%,79%,21%,12%,85%,2%,96%,4%,53%,47%,98%,2%,n/a,"3,280",87%,23%,Required,Recommended,Required,Considered but not required,Recommended,Recommended,Required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,74%,62%,n/a,59%,72%,33%,68%,35%,50%,0%,64%,65%,64%,60%,0,0,2,3,0,0,0,0,1,1,0,1,2,3,0,0,0,0,15,18,
O'Briens Aveda Institute,"400 Cornerstone Dr 220, Williston, Vermont 05495",(802) 876-7044,www.obriensavedainstitute.org/,"< 2-year, Private for-profit","Less than one year certificate
,One but less than two years certificate",Suburb: Midsize,No,45 (all undergraduate),16 to 1,"Our mission at Aveda is to care for the world we live in, from the products we make to the ways in which we give back to society. At Aveda, we strive to set an example for environmental leadership and responsibility-not just in the world of beauty, but around the world.","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",None,Not applicable,"Institution does not accept dual, credit for life, or AP credits",5,2,n/a,"$13,000 ","$2,975 ","$11,591 ","$32,599 ",n/a,n/a,n/a,n/a,n/a,"$3,897 ",11%,89%,0%,0%,2%,0%,0%,96%,2%,0%,0%,58%,42%,82%,0%,0%,n/a,n/a,0%,100%,n/a,n/a," $50
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,80%,63%,1%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
